filepath,engine
data/raw/spoof_ta/synth_ta_10/spoof_ta_0271.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0111.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0071.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0091.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0251.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0051.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0131.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0291.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0031.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0151.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0191.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0231.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0212.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0172.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0012.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0112.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0072.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0272.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0052.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0132.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0292.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0092.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0252.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0192.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0232.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0032.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_11/spoof_ta_0152.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0177.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0017.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0217.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0277.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0117.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0077.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0097.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0257.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0057.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0137.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0297.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0037.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0157.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0197.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_16/spoof_ta_0237.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0159.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0039.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0239.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0199.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0259.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0099.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0299.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0139.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0059.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0279.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0079.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0119.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0019.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0179.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_18/spoof_ta_0219.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0207.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0007.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0167.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0067.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0107.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0267.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0287.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0127.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0047.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0247.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0087.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0227.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0187.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0147.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_6/spoof_ta_0027.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0002.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0162.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0202.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0262.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0062.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0102.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0242.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0082.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0282.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0122.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0042.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0142.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0022.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0222.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_1/spoof_ta_0182.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0189.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0229.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0029.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0149.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0049.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0129.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0289.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0089.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0249.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0109.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0069.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0269.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0209.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0169.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_8/spoof_ta_0009.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0010.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0170.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0210.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0270.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0070.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0110.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0250.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0090.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0290.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0130.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0050.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0150.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0030.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0230.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_9/spoof_ta_0190.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0201.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0001.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0161.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0061.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0101.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0261.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0281.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0121.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0041.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0241.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0081.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0221.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0181.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0141.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_0/spoof_ta_0021.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0228.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0188.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0148.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0028.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0288.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0128.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0048.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0248.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0088.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0068.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0108.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0268.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0208.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0008.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_7/spoof_ta_0168.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0214.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0174.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0014.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0114.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0074.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0274.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0054.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0134.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0294.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0094.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0254.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0194.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0234.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0034.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_13/spoof_ta_0154.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0215.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0015.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0175.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0075.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0115.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0275.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0295.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0135.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0055.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0255.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0095.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0235.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0195.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0155.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_14/spoof_ta_0035.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0016.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0176.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0216.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0276.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0076.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0116.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0256.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0096.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0296.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0136.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0056.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0156.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0036.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0236.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_15/spoof_ta_0196.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0213.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0013.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0173.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0073.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0113.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0273.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0293.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0133.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0053.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0253.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0093.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0233.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0193.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0153.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_12/spoof_ta_0033.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0163.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0003.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0203.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0263.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0103.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0063.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0083.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0243.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0043.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0123.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0283.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0023.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0143.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0183.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_2/spoof_ta_0223.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0206.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0166.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0006.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0106.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0066.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0266.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0046.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0126.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0286.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0086.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0246.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0186.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0226.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0026.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_5/spoof_ta_0146.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0165.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0005.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0205.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0265.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0105.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0065.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0085.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0245.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0045.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0125.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0285.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0025.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0145.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0185.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_4/spoof_ta_0225.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0004.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0164.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0204.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0264.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0064.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0104.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0244.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0084.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0284.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0124.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0044.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0144.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0024.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0224.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_3/spoof_ta_0184.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0114.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0129.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0099.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0039.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0009.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0024.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0144.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0069.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0054.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_8/spoof_en_0084.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0112.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0067.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0007.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0022.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0142.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0037.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0082.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0097.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0127.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_6/spoof_en_0052.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0077.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0062.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0107.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0017.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0002.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0032.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0122.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0137.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0047.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_1/spoof_en_0092.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0061.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0076.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0106.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0016.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0001.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0031.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0121.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0136.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0091.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_0/spoof_en_0046.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0128.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0113.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0098.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0038.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0143.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0023.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0008.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0083.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0068.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_7/spoof_en_0053.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0100.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0115.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0070.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0010.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0145.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0025.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0055.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0040.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0085.wav,Commercial-Clone
data/raw/spoof_en/indic_synth_en_9/spoof_en_0130.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0275.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0260.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0215.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0200.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0170.wav,Commercial-Clone
data/raw/spoof_en/west_synth_4/spoof_en_0155.wav,Commercial-Clone
